Science_Park,Sub_Science_Park,County,Town,Temp_Station_ID,Temp_Station_Name,Temp_Station_Longitude,Temp_Station_Latitude,Year_CN,Year_EN,Month_CN,Month_EN,Month_NUM,Avg_Temperature,Electricity_Usage
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,107年,2018,五月,May,5,26.9,20.24
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,107年,2018,六月,June,6,27.8,20.21
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,107年,2018,七月,July,7,29.3,20.49
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,107年,2018,八月,August,8,28.3,20.06
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,107年,2018,九月,September,9,26.9,20.32
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,107年,2018,十月,October,10,23.0,18.87
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,107年,2018,十一月,November,11,21.5,18.24
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,107年,2018,十二月,December,12,18.6,17.78
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,108年,2019,一月,January,1,16.8,17.34
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,108年,2019,二月,February,2,17.5,17.12
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,108年,2019,三月,March,3,18.6,17.71
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,108年,2019,四月,April,4,23.0,18.67
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,108年,2019,五月,May,5,24.2,20.19
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,108年,2019,六月,June,6,27.8,19.77
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,108年,2019,七月,July,7,29.6,19.76
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,108年,2019,八月,August,8,28.7,19.96
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,108年,2019,九月,September,9,26.6,20.03
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,108年,2019,十月,October,10,24.6,19.27
新竹科學園區,竹南園區,苗栗縣,竹南市,C0E420,竹南,120.888897,24.708978,108年,2019,十一月,November,11,21.3,18.44
